commit,subject,scope heuristic,patch check against 54c676ebf,file count,paths
cdab765748ddfeba10830a9a5331b6157bd321df,Add gated security reviews (#6816),build/release,conflict or missing prerequisite,5,.github/scripts/codex-security-review.js | .github/scripts/codex-security-review.test.js | .github/workflows/ci.yml | .github/workflows/codex-security-review.yml | Justfile
cada3028ceda7ebdae61329f15b5364ca0d23dd4,fix(desktop): keep project sheets independent from threads (#6901),client,conflict or missing prerequisite,8,desktop/src/features/channels/ui/ChannelPane.helpers.test.mjs | desktop/src/features/channels/ui/ChannelPane.helpers.ts | desktop/src/features/channels/ui/ChannelPane.tsx | desktop/src/features/channels/ui/FocusThreadDrawer.tsx | desktop/src/features/channels/ui/RightAuxiliaryPane.tsx | desktop/src/features/channels/ui/ThreadPanelSurface.tsx | desktop/src/features/channels/ui/useFocusDrawerPresence.ts | desktop/tests/e2e/project-commit-detail.spec.ts
b622003f74aa5bf9b659786452813299a25e4897,broker: define the agent-to-broker action contract (#6742),runtime/auth/data,applies,10,Cargo.toml | crates/buzz-sdk/src/broker/actions/args.rs | crates/buzz-sdk/src/broker/actions/mod.rs | crates/buzz-sdk/src/broker/actions/outcomes.rs | crates/buzz-sdk/src/broker/client.rs | crates/buzz-sdk/src/broker/correlate.rs | crates/buzz-sdk/src/broker/mod.rs | crates/buzz-sdk/src/broker/tests.rs | crates/buzz-sdk/src/broker/wire.rs | crates/buzz-sdk/src/lib.rs
c856be0fb954c9e5267d622841098c24e3381e8f,fix(desktop): keep the draft space when typing right after a mention pick (#6875),client,conflict or missing prerequisite,2,desktop/src/features/messages/lib/mentionHighlightExtension.test.mjs | desktop/src/features/messages/lib/mentionHighlightExtension.ts
4d77175c78f4df48e13398b25b271e3ac1b31dd3,fix(client): resurface hidden DMs from live activity (#6885),client,conflict or missing prerequisite,28,desktop/src/app/AppShell.tsx | desktop/src/features/channels/dmResurface.test.mjs | desktop/src/features/channels/dmResurface.ts | desktop/src/features/channels/hiddenDmResurfaceAction.test.mjs | desktop/src/features/channels/hiddenDmResurfaceAction.ts | desktop/src/features/channels/hiddenDmResurfaceCoordinator.test.mjs | desktop/src/features/channels/hiddenDmResurfaceCoordinator.ts | desktop/src/features/channels/hooks.ts | desktop/src/features/channels/useDmResurfaceBatching.test.mjs | desktop/src/features/channels/useDmResurfaceFromMessages.ts | desktop/src/features/channels/useHiddenDmIds.ts | desktop/src/features/home/hiddenDmInboxAction.test.mjs | desktop/src/features/home/hiddenDmInboxAction.ts | desktop/src/features/home/ui/HomeScreen.tsx | desktop/src/features/home/ui/HomeView.tsx | desktop/src/features/home/ui/InboxDetailPane.tsx | desktop/src/features/home/ui/InboxListPane.tsx | desktop/src/features/home/ui/inboxReopenNavigation.test.mjs | desktop/src/features/home/useHiddenDmInboxNavigation.ts | desktop/src/shared/api/relayClientShared.ts | mobile/lib/features/activity/activity_page.dart | mobile/lib/features/activity/activity_provider.dart | mobile/lib/features/activity/dm_resurface.dart | mobile/lib/features/channels/channels_provider.dart | mobile/lib/features/channels/channels_provider_lifecycle.dart | mobile/lib/shared/relay/nostr_filters.dart | mobile/test/features/activity/activity_provider_test.dart | mobile/test/features/activity/dm_resurface_test.dart
b3baa56ba83d01a0b7292d81aae9370f5616c62b,fix(db): exclude kind:30179 ciphertext from brownfield FTS (#6822),runtime/auth/data,conflict or missing prerequisite,4,crates/buzz-db/src/migration.rs | crates/buzz-search/tests/fts_integration.rs | migrations/0033_private_managed_agent_fts.sql | schema/schema.sql
27c1a7c91b658535c8a655dbe8f2421af9099b80,Fade expanded video controls on hover (#6926),client,conflict or missing prerequisite,3,desktop/src/shared/styles/globals/video-review.css | desktop/src/shared/ui/VideoPlayer.tsx | desktop/tests/e2e/video-attachment.spec.ts
9176e34405ae59fdefc50dc585454b7e9cb3833a,fix(projects): allow owners to delete agent projects (#6533),runtime/auth/data,conflict or missing prerequisite,12,crates/buzz-test-client/tests/e2e_project.rs | desktop/src/features/projects/deleteProject.test.mjs | desktop/src/features/projects/hooks.ts | desktop/src/features/projects/projectDeletion.test.mjs | desktop/src/features/projects/projectDeletion.ts | desktop/src/features/projects/projectDeletionMutation.test.mjs | desktop/src/features/projects/projectDeletionMutation.ts | desktop/src/features/projects/projectModels.test.mjs | desktop/src/features/projects/projectModels.ts | desktop/src/features/projects/ui/ProjectsOverviewItems.tsx | desktop/src/features/projects/useProjectOwnerProfiles.ts | desktop/src/features/sidebar/ui/SidebarProjectsSection.tsx
82e748085e3f06b8e297387b33f7615a6db23501,chore(deps): update ubuntu:24.04 docker digest to 33ceb71 (#6664),build/release,conflict or missing prerequisite,3,.github/workflows/desktop-release-cache-proof.yml | .github/workflows/linux-canary.yml | .github/workflows/release.yml
30596d3addf69a6954d034ce28f886539604f2c8,chore(deps): update dependency @tanstack/react-virtual to v3.14.10 (#6666),build/release,conflict or missing prerequisite,1,pnpm-lock.yaml
525007af4b2f644ce07fab92ef4863c46cbae8a3,chore(deps): update dependency vitest to v4.1.11 (#6667),build/release,applies,1,pnpm-lock.yaml
c363ce13c07cb454d6fa92b96d65cb52322c13e9,chore(deps): update rui314/setup-mold digest to 7e4f20a (#6663),build/release,conflict or missing prerequisite,1,.github/workflows/ci.yml
0ccf934b88f610f5f235862ecd51e2dcbae2cb74,fix(db): disable heartbeat vacuum truncation (#6898),runtime/auth/data,conflict or missing prerequisite,10,.github/workflows/ci.yml | AGENTS.md | crates/buzz-db/src/migration.rs | migrations/0034_replica_heartbeat_vacuum_truncate.sql | schema/schema.sql | scripts/attach-schema-partitions.sql | scripts/reconcile-schema-after-pgschema.sql | scripts/run-desktop-release-smoke.sh | scripts/start-isolated-test-relay.sh | scripts/start-relay-for-tests.sh
745ff6066c92372ea1ee6a5fe05862cdd9b81303,Fix Codex security review authorization (#6913),build/release,conflict or missing prerequisite,3,.github/scripts/codex-security-review.js | .github/scripts/codex-security-review.test.js | .github/workflows/codex-security-review.yml
0808ab485c39c3c12ef02af2188c65a5145eb99d,fix(cli): enrich template cardinality error with per-candidate presence and profile hints (#4825),runtime/auth/data,conflict or missing prerequisite,5,crates/buzz-cli/Cargo.toml | crates/buzz-cli/src/commands/channels.rs | crates/buzz-cli/src/commands/users.rs | crates/buzz-pubsub/src/presence.rs | crates/buzz-relay/src/api/bridge.rs
69096c9a8db726eebd83422cdc5e6c72ed9d4f90,preserve channel description paragraph breaks (#6946),runtime/auth/data,conflict or missing prerequisite,12,crates/buzz-acp/src/pool.rs | crates/buzz-acp/src/prompt_framing.rs | crates/buzz-acp/src/queue.rs | desktop/src/features/channels/lib/channelDescription.test.mjs | desktop/src/features/channels/lib/channelDescription.ts | desktop/src/features/channels/ui/ChannelManagementSheetRows.test.mjs | desktop/src/features/channels/ui/ChannelManagementSheetRows.tsx | desktop/src/features/channels/ui/ChannelPane.helpers.test.mjs | desktop/src/features/channels/ui/ChannelPane.helpers.ts | desktop/src/features/messages/ui/ChannelIntroBlock.test.mjs | desktop/src/features/messages/ui/ChannelIntroBlock.tsx | desktop/tests/e2e/channels.spec.ts
57216c942f171db305135bcb6a4ede2d87e0be8a,test(db): use canonical channel roster fixtures (#6819),runtime/auth/data,conflict or missing prerequisite,1,crates/buzz-db/src/channel.rs
be8d7756d5f17285f1e8a4b77d67f7d7cfb6f9e7,feat(agent): discover Databricks Unity Catalog models (#6918),runtime/auth/data,conflict or missing prerequisite,18,.env.example | crates/buzz-agent/README.md | crates/buzz-agent/src/catalog.rs | crates/buzz-agent/src/config.rs | crates/buzz-agent/src/lib.rs | crates/buzz-agent/src/llm.rs | crates/buzz-agent/src/model_capabilities.rs | crates/buzz-agent/tests/databricks_oauth.rs | desktop/src-tauri/src/commands/agent_models.rs | desktop/src-tauri/src/commands/agent_models_databricks.rs | desktop/src-tauri/src/commands/agent_models_env.rs | desktop/src-tauri/src/commands/agent_models_tests.rs | desktop/src-tauri/src/managed_agents/env_vars.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot/diff/tests.rs | desktop/src/features/agents/AGENTS.md | desktop/src/features/agents/ui/modelCapabilities.ts | desktop/src/features/agents/ui/modelCapabilitiesCorpus.test.mjs | desktop/src/shared/api/tauri.ts
ae0ecd9a676c692876116fee7265cba5f18cbd90,feat(model-capabilities): humanize Databricks UC model families (#6955),runtime/auth/data,conflict or missing prerequisite,5,crates/buzz-agent/src/model_capabilities.rs | desktop/src/features/agents/ui/modelCapabilities.ts | desktop/src/features/agents/ui/modelCapabilitiesCorpus.test.mjs | scripts/model-capabilities.json | scripts/normative-corpus.json
a7c7414a7fadfe1585b8a90af0f29d6593bb6126,feat(desktop): implement 30178 team catalog backend (#5112),build/release,conflict or missing prerequisite,114,desktop/src-tauri/Cargo.toml | desktop/src-tauri/src/commands/agent_config_tests.rs | desktop/src-tauri/src/commands/agent_models_tests.rs | desktop/src-tauri/src/commands/agents.rs | desktop/src-tauri/src/commands/agents_deploy.rs | desktop/src-tauri/src/commands/agents_pending.rs | desktop/src-tauri/src/commands/agents_tests.rs | desktop/src-tauri/src/commands/personas/create.rs | desktop/src-tauri/src/commands/personas/delete_cascade_tests.rs | desktop/src-tauri/src/commands/personas/inbound.rs | desktop/src-tauri/src/commands/personas/inbound/catalog_reconcile_tests.rs | desktop/src-tauri/src/commands/personas/inbound/inbound_tests.rs | desktop/src-tauri/src/commands/personas/mod.rs | desktop/src-tauri/src/commands/personas/pending.rs | desktop/src-tauri/src/commands/personas/sharing.rs | desktop/src-tauri/src/commands/personas/snapshot/fidelity_tests.rs | desktop/src-tauri/src/commands/personas/snapshot/import.rs | desktop/src-tauri/src/commands/personas/snapshot/import_avatar_tests.rs | desktop/src-tauri/src/commands/personas/snapshot/tests.rs | desktop/src-tauri/src/commands/personas/update.rs | desktop/src-tauri/src/commands/personas/update/name_propagation_tests.rs | desktop/src-tauri/src/commands/team_snapshot.rs | desktop/src-tauri/src/commands/team_snapshot/tests.rs | desktop/src-tauri/src/commands/teams.rs | desktop/src-tauri/src/commands/teams/adopt.rs | desktop/src-tauri/src/commands/teams/adopt/apply.rs | desktop/src-tauri/src/commands/teams/adopt/tests.rs | desktop/src-tauri/src/commands/teams/adopt/tests/concealment.rs | desktop/src-tauri/src/commands/teams/adopt/tests/retention.rs | desktop/src-tauri/src/commands/teams/adopt/tests/reuse.rs | desktop/src-tauri/src/commands/teams/adopt/tests/scope_fence.rs | desktop/src-tauri/src/commands/teams/mod.rs | desktop/src-tauri/src/commands/teams/pending.rs | desktop/src-tauri/src/commands/teams/pending/tests.rs | desktop/src-tauri/src/commands/teams/pending/tests/cross_device.rs | desktop/src-tauri/src/commands/teams/pending/tests/gate.rs | desktop/src-tauri/src/commands/teams/sharing.rs | desktop/src-tauri/src/commands/teams/sharing/tests.rs | desktop/src-tauri/src/commands/teams/tests.rs | desktop/src-tauri/src/egress_guard_tests.rs | desktop/src-tauri/src/event_sync.rs | desktop/src-tauri/src/event_sync_team_catalog_tests.rs | desktop/src-tauri/src/event_sync_team_events_tests.rs | desktop/src-tauri/src/event_sync_tests.rs | desktop/src-tauri/src/lib.rs | desktop/src-tauri/src/managed_agents/agent_events.rs | desktop/src-tauri/src/managed_agents/agent_snapshot_envelope.rs | desktop/src-tauri/src/managed_agents/agent_snapshot_tests.rs | desktop/src-tauri/src/managed_agents/config_bridge/reader_tests.rs | desktop/src-tauri/src/managed_agents/definition_validation.rs | desktop/src-tauri/src/managed_agents/discovery/tests.rs | desktop/src-tauri/src/managed_agents/effective_config/tests.rs | desktop/src-tauri/src/managed_agents/global_config/mod.rs | desktop/src-tauri/src/managed_agents/global_config/tests.rs | desktop/src-tauri/src/managed_agents/mod.rs | desktop/src-tauri/src/managed_agents/nest.rs | desktop/src-tauri/src/managed_agents/nest/render_tests.rs | desktop/src-tauri/src/managed_agents/parallelism.rs | desktop/src-tauri/src/managed_agents/persona_events.rs | desktop/src-tauri/src/managed_agents/persona_events/tests.rs | desktop/src-tauri/src/managed_agents/personas.rs | desktop/src-tauri/src/managed_agents/personas/tests.rs | desktop/src-tauri/src/managed_agents/readiness.rs | desktop/src-tauri/src/managed_agents/retention.rs | desktop/src-tauri/src/managed_agents/retention/tests.rs | desktop/src-tauri/src/managed_agents/runtime/process.rs | desktop/src-tauri/src/managed_agents/runtime/stop.rs | desktop/src-tauri/src/managed_agents/runtime/test_fixtures.rs | desktop/src-tauri/src/managed_agents/runtime/tests.rs | desktop/src-tauri/src/managed_agents/spawn_snapshot/tests.rs | desktop/src-tauri/src/managed_agents/storage.rs | desktop/src-tauri/src/managed_agents/team_catalog.rs | desktop/src-tauri/src/managed_agents/team_catalog/tests.rs | desktop/src-tauri/src/managed_agents/team_catalog/tests/concealment.rs | desktop/src-tauri/src/managed_agents/team_catalog/tests/reuse_hint.rs | desktop/src-tauri/src/managed_agents/team_events.rs | desktop/src-tauri/src/managed_agents/team_repair.rs | desktop/src-tauri/src/managed_agents/team_snapshot.rs | desktop/src-tauri/src/managed_agents/teams.rs | desktop/src-tauri/src/managed_agents/teams_tests.rs | desktop/src-tauri/src/managed_agents/types.rs | desktop/src-tauri/src/managed_agents/types/requests.rs | desktop/src-tauri/src/managed_agents/types/team_catalog_source.rs | desktop/src-tauri/src/managed_agents/types/team_catalog_source/tests.rs | desktop/src-tauri/src/managed_agents/types/teams.rs | desktop/src-tauri/src/managed_agents/types/tests.rs | desktop/src-tauri/src/mesh_llm/recovery.rs | desktop/src-tauri/src/migration_avatar_tests.rs | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_avatar_url_bare_https.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_avatar_url_https_over_2048.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_avatar_url_javascript.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_avatar_url_malformed_port.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_avatar_url_non_ascii_over_utf8_limit.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_avatar_url_unicode_bom.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_avatar_url_unicode_em_space.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_avatar_url_unicode_nbsp.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_avatar_url_whitespace_in_url.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_builtin_slug_wrong_type.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_description_wrong_type.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_duplicate_member_key.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_instructions_wrong_type.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_name_pool_not_array.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_name_pool_null.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_respond_to_pascal_case.json | desktop/src-tauri/tests/fixtures/team_catalog_content/invalid_team_name_blank.json | desktop/src-tauri/tests/fixtures/team_catalog_content/valid_avatar_url_https.json | desktop/src-tauri/tests/fixtures/team_catalog_content/valid_avatar_url_non_ascii_at_utf8_limit.json | desktop/src-tauri/tests/fixtures/team_catalog_content/valid_avatar_url_shorthand_scheme.json | desktop/src-tauri/tests/fixtures/team_catalog_content/valid_avatar_url_unicode_nel.json | desktop/src-tauri/tests/fixtures/team_catalog_content/valid_avatar_url_uppercase_scheme.json | desktop/src-tauri/tests/fixtures/team_catalog_content/valid_minimal.json | desktop/src-tauri/tests/fixtures/team_catalog_content/valid_respond_to_allowlist.json | desktop/src-tauri/tests/fixtures/team_catalog_content/valid_respond_to_anyone.json | desktop/src-tauri/tests/fixtures/team_catalog_content/valid_respond_to_owner_only.json
80177e4c8e97e7bf1f1a3760c4e3503aace22860,fix(ci): bump Codex CLI to 0.150.1 to unhang security review jobs (#6962),build/release,conflict or missing prerequisite,1,.github/workflows/codex-security-review.yml
350caf1de3136f6ec473a69d394544e99dfd4d85,fix(desktop): lift right auxiliary pane above shared header backdrop (#6966),client,conflict or missing prerequisite,3,desktop/playwright.config.ts | desktop/src/features/channels/ui/RightAuxiliaryPane.tsx | desktop/tests/e2e/auxiliary-pane-close-visibility.spec.ts
973386351646d01efca2735ad4921c0d219cff85,perf(desktop): restore project context during startup (#6939),client,conflict or missing prerequisite,27,desktop/playwright.config.ts | desktop/src/app/App.tsx | desktop/src/app/routes/ChannelRouteScreen.tsx | desktop/src/features/communities/useCommunities.tsx | desktop/src/features/projects/hooks.ts | desktop/src/features/projects/lib/projectHomeChannel.ts | desktop/src/features/projects/lib/projectHomeSelection.ts | desktop/src/features/projects/projectEnumeration.test.mjs | desktop/src/features/projects/projectEnumeration.ts | desktop/src/features/projects/projectFetch.ts | desktop/src/features/projects/projectSnapshot.test.mjs | desktop/src/features/projects/projectSnapshot.ts | desktop/src/features/projects/ui/ProjectChannelHome.tsx | desktop/src/features/projects/ui/ProjectDetailScreen.tsx | desktop/src/features/projects/useAddProjectChannel.ts | desktop/src/features/projects/useAddProjectRepository.ts | desktop/src/features/projects/useAttachProjectRepository.ts | desktop/src/features/projects/useBindProjectRepositoryChannel.ts | desktop/src/features/projects/useCreateProject.ts | desktop/src/features/projects/useHealProjectHomeRepositories.test.mjs | desktop/src/features/projects/useHealProjectHomeRepositories.ts | desktop/src/shared/api/relayQueryInvalidation.test.mjs | desktop/src/shared/api/relayQueryInvalidation.ts | desktop/src/shared/lib/localStorageQuota.test.mjs | desktop/src/shared/lib/localStorageQuota.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/project-cold-start.spec.ts
b49675894b39f87215e4dfc8c1ad4a3c28c6097e,fix(desktop): resolve exact typed mentions on space (#6862),client,conflict or missing prerequisite,11,desktop/src/features/forum/ui/ForumComposer.tsx | desktop/src/features/messages/lib/buildMentionCandidates.test.mjs | desktop/src/features/messages/lib/buildMentionCandidates.ts | desktop/src/features/messages/lib/flushMentionDebounce.test.mjs | desktop/src/features/messages/lib/flushMentionDebounce.ts | desktop/src/features/messages/lib/mentionCodeContext.test.mjs | desktop/src/features/messages/lib/mentionCodeContext.ts | desktop/src/features/messages/lib/useMentions.ts | desktop/src/features/messages/ui/MessageComposer.tsx | desktop/src/features/messages/ui/useComposerAttachmentSpoilers.ts | desktop/tests/e2e/mentions.spec.ts
953a1798b23b04289b3a225f463e60a172c1aac3,feat(auth): add NIP-FI canonical assertion verifier and contracts (#6776),build/release,conflict or missing prerequisite,12,Cargo.lock | Cargo.toml | Justfile | crates/buzz-auth/Cargo.toml | crates/buzz-auth/src/lib.rs | crates/buzz-auth/src/nip_fi/assertion.rs | crates/buzz-auth/src/nip_fi/config.rs | crates/buzz-auth/src/nip_fi/denial.rs | crates/buzz-auth/src/nip_fi/mod.rs | crates/buzz-auth/src/nip_fi/verifier.rs | crates/buzz-auth/src/nip_fi/verifier/tests.rs | docs/nips/NIP-FI.md
e76c81968b65b0755b83efdd59dc3375c59ddf40,refactor(db): split channel membership store (#6782),runtime/auth/data,conflict or missing prerequisite,3,crates/buzz-db/src/channel.rs | crates/buzz-db/src/channel_members.rs | crates/buzz-db/src/lib.rs
86b9142a09f2af3ba2fff7effa6a6cd53b40f51c,refactor(relay): NIP-98 admin auth with Operator/Moderator roles and NIP-11 discovery (#3777),runtime/auth/data,conflict or missing prerequisite,45,.env.example | .github/workflows/ci.yml | Justfile | admin-web/src/App.tsx | admin-web/src/api.ts | admin-web/src/styles.css | admin-web/src/types.ts | admin-web/tests/auth.spec.ts | admin-web/tests/csp.spec.ts | admin-web/tests/feedback.spec.ts | admin-web/tests/routes.spec.ts | crates/buzz-auth/src/nip98.rs | crates/buzz-db/src/admin_moderation.rs | crates/buzz-db/src/error.rs | crates/buzz-db/src/lib.rs | crates/buzz-db/src/migration.rs | crates/buzz-db/src/moderation.rs | crates/buzz-db/src/relay_admin_actions.rs | crates/buzz-db/src/relay_operators.rs | crates/buzz-relay/src/api/admin/auth.rs | crates/buzz-relay/src/api/admin/error.rs | crates/buzz-relay/src/api/admin/mod.rs | crates/buzz-relay/src/api/media.rs | crates/buzz-relay/src/api/operator.rs | crates/buzz-relay/src/config.rs | crates/buzz-relay/src/handlers/admin_action_worker.rs | crates/buzz-relay/src/handlers/admin_outbox_worker.rs | crates/buzz-relay/src/handlers/command_executor.rs | crates/buzz-relay/src/handlers/mod.rs | crates/buzz-relay/src/handlers/moderation_commands.rs | crates/buzz-relay/src/handlers/moderation_notices.rs | crates/buzz-relay/src/handlers/report_resolution.rs | crates/buzz-relay/src/handlers/req.rs | crates/buzz-relay/src/handlers/side_effects.rs | crates/buzz-relay/src/main.rs | crates/buzz-relay/src/nip11.rs | crates/buzz-relay/src/router.rs | deploy/compose/.env.example | docs/admin/README.md | migrations/0035_relay_operators.sql | migrations/0036_relay_admin_actions.sql | migrations/0037_relay_admin_action_lease.sql | migrations/0038_relay_admin_outbox_claim_token.sql | migrations/0039_relay_operator_audit.sql | schema/schema.sql
58cc4b7e9be71223f7898ea5f930a4248830ccfb,Fix mobile jump-to-latest flicker (#6807),client,conflict or missing prerequisite,7,mobile/lib/features/channels/channel_detail_page/message_list.dart | mobile/lib/features/channels/jump_to_latest_button.dart | mobile/lib/features/channels/jump_to_latest_switcher.dart | mobile/lib/features/channels/thread_detail_helpers.dart | mobile/lib/features/channels/thread_detail_page.dart | mobile/test/features/channels/channel_detail_page_test.dart | mobile/test/features/channels/jump_to_latest_button_test.dart
a89f5df4c52c3aa5875d9fccb0eaf2222aee4084,fix(desktop): complete project empty and context states (#6980),client,conflict or missing prerequisite,10,desktop/playwright.config.ts | desktop/src/features/projects/ui/ProjectCards.tsx | desktop/src/features/projects/ui/ProjectCreationDialog.tsx | desktop/src/features/projects/ui/ProjectHomeContextPanel.tsx | desktop/src/features/projects/ui/ProjectsView.tsx | desktop/src/features/projects/ui/projectsOverviewContext.test.mjs | desktop/src/features/projects/ui/projectsOverviewContext.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/project-empty-state-alignment.spec.ts | desktop/tests/e2e/project-pr-review.spec.ts
ed11c8d8bf0a17402be5cf243724f89471530d2f,Refresh mobile utility surfaces and theme picker (#6944),client,conflict or missing prerequisite,47,mobile/ios/Runner.xcodeproj/project.pbxproj | mobile/ios/Runner/AppDelegate.swift | mobile/ios/Runner/JumpToLatestGlassButton.swift | mobile/ios/Runner/NativeProfileTextEditor.swift | mobile/ios/Runner/ThemePaginationGlassControl.swift | mobile/lib/app.dart | mobile/lib/features/channels/channel_details_page.dart | mobile/lib/features/invites/invite_create_page.dart | mobile/lib/features/invites/invite_join_sheet.dart | mobile/lib/features/profile/ios_profile_text_editor.dart | mobile/lib/features/profile/profile_avatar_editor.dart | mobile/lib/features/profile/profile_edit_page.dart | mobile/lib/features/profile/profile_text_editor.dart | mobile/lib/features/profile/set_status_sheet.dart | mobile/lib/features/settings/accent_picker_page.dart | mobile/lib/features/settings/settings_page.dart | mobile/lib/features/settings/settings_page/appearance_section.dart | mobile/lib/features/settings/settings_page/community_section.dart | mobile/lib/features/settings/theme_option_sheets.dart | mobile/lib/features/settings/theme_picker_page.dart | mobile/lib/features/settings/theme_picker_page/theme_home_preview.dart | mobile/lib/features/settings/theme_picker_page/theme_preview_sheet.dart | mobile/lib/shared/theme/app_theme.dart | mobile/lib/shared/theme/community_theme_provider.dart | mobile/lib/shared/theme/theme.dart | mobile/lib/shared/theme/theme_pairs.dart | mobile/lib/shared/theme/utility_surface_theme.dart | mobile/lib/shared/widgets/app_list_card.dart | mobile/lib/shared/widgets/buzz_navigation_metrics.dart | mobile/lib/shared/widgets/buzz_sheet_header.dart | mobile/lib/shared/widgets/buzz_titled_sheet_layout.dart | mobile/lib/shared/widgets/editor_option_button.dart | mobile/lib/shared/widgets/frosted_app_bar.dart | mobile/lib/shared/widgets/frosted_scaffold.dart | mobile/lib/shared/widgets/frosted_scroll_under_scope.dart | mobile/lib/shared/widgets/ios_glass_navigation_button.dart | mobile/lib/shared/widgets/ios_glass_theme_pagination.dart | mobile/lib/shared/widgets/modal_presentation.dart | mobile/test/features/channels/emoji_picker_test.dart | mobile/test/features/profile/profile_edit_page_test.dart | mobile/test/features/settings/settings_page_test.dart | mobile/test/features/settings/theme_picker_page_test.dart | mobile/test/shared/theme/community_theme_provider_test.dart | mobile/test/shared/theme/theme_pairs_test.dart | mobile/test/shared/theme/utility_surface_theme_test.dart | mobile/test/shared/widgets/frosted_scaffold_test.dart | mobile/test/shared/widgets/modal_presentation_test.dart
2f66ee24a0bf5efa958378069a6b155e99a1d068,feat(desktop): add team sharing to community catalog (#3995),client,conflict or missing prerequisite,35,desktop/playwright.config.ts | desktop/src-tauri/src/lib.rs | desktop/src-tauri/src/team_catalog.rs | desktop/src-tauri/src/team_catalog_tests.rs | desktop/src/features/agents/lib/teamCatalogRelay.test.mjs | desktop/src/features/agents/lib/teamCatalogRelay.ts | desktop/src/features/agents/lib/useAgentsDataRefresh.ts | desktop/src/features/agents/lib/usePersonaSync.test.mjs | desktop/src/features/agents/lib/usePersonaSync.ts | desktop/src/features/agents/lib/useTeamCatalogRelay.ts | desktop/src/features/agents/ui/AgentDefinitionMetadata.tsx | desktop/src/features/agents/ui/AgentsView.tsx | desktop/src/features/agents/ui/CommunityCatalogDialog.tsx | desktop/src/features/agents/ui/CommunityCatalogDialogAvatarLeak.test.mjs | desktop/src/features/agents/ui/PersonaCatalogDialog.tsx | desktop/src/features/agents/ui/TeamShareDialog.tsx | desktop/src/features/agents/ui/TeamsSection.tsx | desktop/src/features/agents/ui/catalogOwnerLabel.ts | desktop/src/features/agents/ui/personaCatalogOwnerLabel.test.mjs | desktop/src/features/agents/ui/teamLibraryCopy.ts | desktop/src/features/agents/ui/usePersonaActions.ts | desktop/src/features/agents/ui/useTeamActions.ts | desktop/src/features/profile/ui/ProfileAvatar.tsx | desktop/src/features/profile/ui/ProfileAvatarUntrusted.test.mjs | desktop/src/features/settings/ui/HarnessCatalogDialog.tsx | desktop/src/shared/api/tauriTeams.ts | desktop/src/shared/api/teamTypes.ts | desktop/src/shared/api/types.ts | desktop/src/shared/constants/kinds.ts | desktop/src/shared/styles/globals/theme.css | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/agents.spec.ts | desktop/tests/e2e/team-catalog-screenshots.spec.ts | desktop/tests/e2e/team-catalog.spec.ts | desktop/tests/helpers/bridge.ts
